common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,MONTH,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,fl_reg,wp_catch_precal,wp_int,wp_catch,date_published
INSHORE LIZARDFISH,201316128701wd,15437201301249999,2013,12,7,1,1543720130124010,6,1,01,wd,8762020101,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701wd,,0,8,895.23492505,918.1650066,918.1650066,05/04/2021
JOLTHEAD PORGY,201316128702we,154472013022411306,2013,12,7,1,1544720130224003,6,1,02,we,8835430502,2,0,0,2,0,0,628,1.46,0,0,2,1.46,628,2,201316128702we,,0,8,921.38744364,944.98738219,944.98738219,05/04/2021
JOLTHEAD PORGY,201316128701wd,15437201301249999,2013,12,7,1,1543720130124011,6,1,01,wd,8835430502,1,0,0,1,0,0,285,0.58,0,0,1,0.58,285,1,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
JOLTHEAD PORGY,201316128702we,153472013022399278,2013,12,7,1,1534720130223024,6,1,02,we,8835430502,2,0,0,2,0,0,752,2.44,0,0,2,2.44,752,2,201316128702we,,0,8,179.47037594,184.06723676,184.06723676,05/04/2021
JOLTHEAD PORGY,201316128702we,153472013022399278,2013,12,7,1,1534720130223025,6,1,02,we,8835430502,0,3,0,0,0,3,0,0,0,0,3,0,0,0,201316128702we,,0,8,179.47037594,184.06723676,184.06723676,05/04/2021
JOLTHEAD PORGY,201316128702we,153472013022399278,2013,12,7,1,1534720130223026,6,1,02,we,8835430502,0,0,1,0,1,0,0,0,392,1.34,1,1.34,392,1,201316128702we,,0,8,179.47037594,184.06723676,184.06723676,05/04/2021
JOLTHEAD PORGY,201316128701wd,154372013010299286,2013,12,7,1,1543720130102004,6,1,01,wd,8835430502,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
JOLTHEAD PORGY,201316128702wd,15437201302069999,2013,12,7,1,1543720130206011,6,1,02,wd,8835430502,2,0,0,2,0,0,683,1.82,0,0,2,1.82,683,2,201316128702wd,,0,8,666.19104569,626.22189244,626.22189244,05/04/2021
KING MACKEREL,201316128701we,155582013011399214,2013,12,7,1,1555820130113024,6,1,01,we,8850030501,1,0,0,1,0,0,610,1.68,0,0,1,1.68,610,1,201316128701we,,0,8,226.86083836,232.67153383,232.67153383,05/04/2021
KINGFISH GENUS,201316128702we,15345201302169146,2013,12,7,1,1534520130216025,6,1,02,we,8835440600,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,307.24640565,454.67989869,454.67989869,05/04/2021
KINGFISH GENUS,201316128702we,15345201302169146,2013,12,7,1,1534520130216024,6,1,02,we,8835440600,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,307.24640565,454.67989869,454.67989869,05/04/2021
KNOBBED PORGY,201316128701we,155582013012125296,2013,12,7,1,1555820130121009,6,1,01,we,8835430506,2,0,0,2,0,0,612,1.44,0,0,2,1.44,612,2,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
KNOBBED PORGY,201316128701wd,15437201301249999,2013,12,7,1,1543720130124006,6,1,01,wd,8835430506,1,0,0,1,0,0,302,0.66,0,0,1,0.66,302,1,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
LADYFISH,201316128702we,15345201302169146,2013,12,7,1,1534520130216025,6,1,02,we,8738010101,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,307.24640565,454.67989869,454.67989869,05/04/2021
LADYFISH,201316128702we,15345201302169146,2013,12,7,1,1534520130216024,6,1,02,we,8738010101,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,307.24640565,454.67989869,454.67989869,05/04/2021
LADYFISH,201316128702we,15304201302099146,2013,12,7,1,1530420130209013,6,1,02,we,8738010101,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,222.81661906,359.76655588,359.76655588,05/04/2021
LANE SNAPPER,201316128701we,154372013010699286,2013,12,7,1,1543720130106031,6,1,01,we,8835360112,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
LANE SNAPPER,201316128702we,155582013022499308,2013,12,7,1,1555820130224023,6,1,02,we,8835360112,3,0,0,3,0,0,903,1.38,0,0,3,1.38,903,3,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
LANE SNAPPER,201316128702we,154472013022411306,2013,12,7,1,1544720130224003,6,1,02,we,8835360112,1,0,0,1,0,0,298,0.48,0,0,1,0.48,298,1,201316128702we,,0,8,921.38744364,944.98738219,944.98738219,05/04/2021
LANE SNAPPER,201316128701wd,15437201301249999,2013,12,7,1,1543720130124009,6,1,01,wd,8835360112,1,0,0,1,0,0,336,0.7,0,0,1,0.7,336,1,201316128701wd,,0,8,895.23492505,918.1650066,918.1650066,05/04/2021
LANE SNAPPER,201316128701we,154372013010699286,2013,12,7,1,1543720130106030,6,1,01,we,8835360112,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
LANE SNAPPER,201316128701we,154372013010699286,2013,12,7,1,1543720130106029,6,1,01,we,8835360112,0,3,0,0,0,3,0,0,0,0,3,0,0,0,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
LANE SNAPPER,201316128701we,154372013010699286,2013,12,7,1,1543720130106017,6,1,01,we,8835360112,0,5,0,0,0,5,0,0,0,0,5,0,0,0,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
LANE SNAPPER,201316128701we,154372013010699286,2013,12,7,1,1543720130106016,6,1,01,we,8835360112,2,12,0,2,0,12,642,1.2,0,0,14,1.2,642,2,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
LANE SNAPPER,201316128701wd,154372013010299286,2013,12,7,1,1543720130102018,6,1,01,wd,8835360112,0,0,1,0,1,0,0,0,344,0.72,1,0.72,344,1,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
LANE SNAPPER,201316128702we,153472013020211306,2013,12,7,1,1534720130202010,6,1,02,we,8835360112,0,20,0,0,0,20,0,0,0,0,20,0,0,0,201316128702we,,0,8,259.63740537,266.28762277,266.28762277,05/04/2021
LANE SNAPPER,201316128701we,154372013010699286,2013,12,7,1,1543720130106015,6,1,01,we,8835360112,0,6,0,0,0,6,0,0,0,0,6,0,0,0,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
LEFTEYE FLOUNDER GENUS,201316128702we,15345201302169146,2013,12,7,1,1534520130216022,6,1,02,we,8857030300,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,307.24640565,496.08948215,496.08948215,05/04/2021
LIONFISH,201316128701we,155582013012711921,2013,12,7,1,1555820130127005,6,1,01,we,8826011401,2,0,0,2,0,0,515,0.48,0,0,2,0.48,515,2,201316128701we,,0,8,266.31095907,273.1321094,273.1321094,05/04/2021
LITTLE TUNNY,201316128701we,155582013010611216,2013,12,7,1,1555820130106002,6,1,01,we,8850030102,1,0,0,1,0,0,569,2.52,0,0,1,2.52,569,1,201316128701we,,0,8,516.60639878,529.83848627,529.83848627,05/04/2021
LITTLE TUNNY,201316128701we,154372013010699286,2013,12,7,1,1543720130106015,6,1,01,we,8850030102,1,0,0,1,0,0,611,3.22,0,0,1,3.22,611,1,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
LITTLE TUNNY,201316128701wd,154372013010299286,2013,12,7,1,1543720130102004,6,1,01,wd,8850030102,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
LITTLE TUNNY,201316128702we,153472013020911236,2013,12,7,1,1534720130209018,6,1,02,we,8850030102,0,0,1,0,1,0,0,0,682,4.34,1,4.34,682,1,201316128702we,,0,8,256.53788415,263.10871203,263.10871203,05/04/2021
LITTLE TUNNY,201316128701we,154472013012725320,2013,12,7,1,1544720130127027,6,1,01,we,8850030102,0,0,2,0,2,0,0,0,1107,4.94,2,4.94,1107,2,201316128701we,,0,8,540.3994172,507.97732558,507.97732558,05/04/2021
LITTLE TUNNY,201316128702we,153472013020911236,2013,12,7,1,1534720130209009,6,1,02,we,8850030102,0,3,0,0,0,3,0,0,0,0,3,0,0,0,201316128702we,,0,8,256.53788415,263.10871203,263.10871203,05/04/2021
LITTLE TUNNY,201316128701we,154472013012725320,2013,12,7,1,1544720130127028,6,1,01,we,8850030102,0,1,2,0,2,1,0,0,1062,3.88,3,3.88,1062,2,201316128701we,,0,8,540.3994172,554.24092669,554.24092669,05/04/2021
LITTLE TUNNY,201316128701we,153472013012199214,2013,12,7,1,1534720130121012,6,1,01,we,8850030102,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701we,,0,8,321.15278072,329.37862094,329.37862094,05/04/2021
LITTLE TUNNY,201316128701we,153472013012199214,2013,12,7,1,1534720130121001,6,1,01,we,8850030102,0,0,1,0,1,0,0,0,533,2.75,1,2.75,533,1,201316128701we,,0,8,321.15278072,329.37862094,329.37862094,05/04/2021
LITTLE TUNNY,201316128701we,155582013011399214,2013,12,7,1,1555820130113018,6,1,01,we,8850030102,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701we,,0,8,226.86083836,232.67153383,232.67153383,05/04/2021
LITTLE TUNNY,201316128702we,155582013022499308,2013,12,7,1,1555820130224023,6,1,02,we,8850030102,1,0,0,1,0,0,532,2.36,0,0,1,2.36,532,1,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
LITTLEHEAD PORGY,201316128701we,155582013012125296,2013,12,7,1,1555820130121009,6,1,01,we,8835430508,2,0,0,2,0,0,519,0.96,0,0,2,0.96,519,2,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
LITTLEHEAD PORGY,201316128701we,155582013011399214,2013,12,7,1,1555820130113024,6,1,01,we,8835430508,2,0,0,2,0,0,521,0.84,0,0,2,0.84,521,2,201316128701we,,0,8,226.86083836,232.67153383,232.67153383,05/04/2021
LITTLEHEAD PORGY,201316128702wd,15437201302069999,2013,12,7,1,1543720130206011,6,1,02,wd,8835430508,1,0,0,1,0,0,286,0.5,0,0,1,0.5,286,1,201316128702wd,,0,8,666.19104569,626.22189244,626.22189244,05/04/2021
LITTLEHEAD PORGY,201316128701wd,15437201301249999,2013,12,7,1,1543720130124011,6,1,01,wd,8835430508,1,0,0,1,0,0,252,0.34,0,0,1,0.34,252,1,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
LITTLEHEAD PORGY,201316128701wd,15437201301249999,2013,12,7,1,1543720130124008,6,1,01,wd,8835430508,0,8,0,0,0,8,0,0,0,0,8,0,0,0,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
LITTLEHEAD PORGY,201316128701wd,15437201301249999,2013,12,7,1,1543720130124007,6,1,01,wd,8835430508,0,5,0,0,0,5,0,0,0,0,5,0,0,0,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
LITTLEHEAD PORGY,201316128702we,153472013022399278,2013,12,7,1,1534720130223024,6,1,02,we,8835430508,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128702we,,0,8,179.47037594,184.06723676,184.06723676,05/04/2021
LITTLEHEAD PORGY,201316128702we,153472013020911236,2013,12,7,1,1534720130209009,6,1,02,we,8835430508,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128702we,,0,8,256.53788415,263.10871203,263.10871203,05/04/2021
LITTLEHEAD PORGY,201316128701we,155582013012125296,2013,12,7,1,1555820130121008,6,1,01,we,8835430508,1,0,0,1,0,0,244,0.28,0,0,1,0.28,244,1,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
LITTLEHEAD PORGY,201316128701wd,154372013010299286,2013,12,7,1,1543720130102022,6,1,01,wd,8835430508,1,0,0,1,0,0,288,0.62,0,0,1,0.62,288,1,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
LITTLEHEAD PORGY,201316128701wd,15437201301249999,2013,12,7,1,1543720130124006,6,1,01,wd,8835430508,4,8,0,4,0,8,1080,1.7741260319,0,0,12,1.7741260319,1080,4,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
LITTLEHEAD PORGY,201316128702we,153472013020211306,2013,12,7,1,1534720130202001,6,1,02,we,8835430508,1,0,0,1,0,0,231,0.34,0,0,1,0.34,231,1,201316128702we,,0,8,259.63740537,266.28762277,266.28762277,05/04/2021
LIZARDFISH FAMILY,201316128701we,155582013012125296,2013,12,7,1,1555820130121008,6,1,01,we,8762020000,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
LIZARDFISH GENUS,201316128702we,155582013022499308,2013,12,7,1,1555820130224026,6,1,02,we,8762020100,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
LIZARDFISH GENUS,201316128702we,155582013022499308,2013,12,7,1,1555820130224005,6,1,02,we,8762020100,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
MARGATE,201316128702we,155582013022499308,2013,12,7,1,1555820130224028,6,1,02,we,8835400103,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
MENHADEN GENUS,201316128701we,15508201301069146,2013,12,7,1,1550820130106003,6,1,01,we,8747010400,0,20,30,0,30,20,0,0,0,0,50,0,0,30,201316128701we,,0,8,343.85188983,555.19382107,555.19382107,05/04/2021
MULLET GENUS,201316128701we,15508201301069146,2013,12,7,1,1550820130106003,6,1,01,we,8836010100,0,12,5,0,5,12,0,0,0,0,17,0,0,5,201316128701we,,0,8,343.85188983,555.19382107,555.19382107,05/04/2021
MULLET GENUS,201316128701we,153472013012199214,2013,12,7,1,1534720130121006,6,1,01,we,8836010100,0,0,3,0,3,0,0,0,0,0,3,0,0,3,201316128701we,,0,8,321.15278072,329.37862094,329.37862094,05/04/2021
MUTTON SNAPPER,201316128701we,155582013012711921,2013,12,7,1,1555820130127002,6,1,01,we,8835360103,1,0,0,1,0,0,547,2.74,0,0,1,2.74,547,1,201316128701we,,0,8,266.31095907,273.1321094,273.1321094,05/04/2021
MUTTON SNAPPER,201316128702we,155582013022499308,2013,12,7,1,1555820130224027,6,1,02,we,8835360103,3,0,0,3,0,0,1360,5.62,0,0,3,5.62,1360,3,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
MUTTON SNAPPER,201316128702wd,15437201302069999,2013,12,7,1,1543720130206015,6,1,02,wd,8835360103,1,0,0,1,0,0,346,0.72,0,0,1,0.72,346,1,201316128702wd,,0,8,666.19104569,683.25451649,683.25451649,05/04/2021
MUTTON SNAPPER,201316128701wd,15437201301249999,2013,12,7,1,1543720130124009,6,1,01,wd,8835360103,1,0,0,1,0,0,356,0.78,0,0,1,0.78,356,1,201316128701wd,,0,8,895.23492505,918.1650066,918.1650066,05/04/2021
MUTTON SNAPPER,201316128701wd,15437201301249999,2013,12,7,1,1543720130124006,6,1,01,wd,8835360103,1,0,0,1,0,0,305,0.34,0,0,1,0.34,305,1,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
MUTTON SNAPPER,201316128701we,154372013010699286,2013,12,7,1,1543720130106016,6,1,01,we,8835360103,1,0,0,1,0,0,379,0.84,0,0,1,0.84,379,1,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
MUTTON SNAPPER,201316128701wd,154372013010299286,2013,12,7,1,1543720130102018,6,1,01,wd,8835360103,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
MUTTON SNAPPER,201316128701wd,154372013010299286,2013,12,7,1,1543720130102017,6,1,01,wd,8835360103,0,0,1,0,1,0,0,0,547,2.74,1,2.74,547,1,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
MUTTON SNAPPER,201316128701wd,154372013010299286,2013,12,7,1,1543720130102003,6,1,01,wd,8835360103,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
MUTTON SNAPPER,201316128701wd,154372013010299286,2013,12,7,1,1543720130102014,6,1,01,wd,8835360103,0,0,1,0,1,0,0,0,379,0.84,1,0.84,379,1,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
OCEAN TRIGGERFISH,201316128701we,155582013012125296,2013,12,7,1,1555820130121009,6,1,01,we,8860020502,1,0,0,1,0,0,369,1.02,0,0,1,1.02,369,1,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
OYSTER TOADFISH,201316128701wd,1511220130124127242,2013,12,7,1,1511220130124008,6,1,01,wd,8783010201,2,0,0,2,0,0,577,1.1,0,0,2,1.1,577,2,201316128701wd,,0,8,324.92704021,851.79408674,851.79408674,05/04/2021
PARROTFISH FAMILY,201316128702wd,15437201302069999,2013,12,7,1,1543720130206008,6,1,02,wd,8839030000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702wd,,0,8,666.19104569,683.25451649,683.25451649,05/04/2021
PIGFISH,201316128701we,155582013012125296,2013,12,7,1,1555820130121009,6,1,01,we,8835400201,1,0,0,1,0,0,251,0.24,0,0,1,0.24,251,1,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
PORGY FAMILY,201316128702we,155582013022499308,2013,12,7,1,1555820130224025,6,1,02,we,8835430000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
PORGY FAMILY,201316128702we,154472013022411306,2013,12,7,1,1544720130224025,6,1,02,we,8835430000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,921.38744364,944.98738219,944.98738219,05/04/2021
PORGY FAMILY,201316128702we,154472013022411306,2013,12,7,1,1544720130224011,6,1,02,we,8835430000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,921.38744364,866.10739121,866.10739121,05/04/2021
PORGY FAMILY,201316128702we,154472013022411306,2013,12,7,1,1544720130224006,6,1,02,we,8835430000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,921.38744364,944.98738219,944.98738219,05/04/2021
PORGY FAMILY,201316128702we,154472013022411306,2013,12,7,1,1544720130224005,6,1,02,we,8835430000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,921.38744364,944.98738219,944.98738219,05/04/2021
PORKFISH,201316128701we,155582013012125296,2013,12,7,1,1555820130121009,6,1,01,we,8835400306,1,0,0,1,0,0,294,0.5,0,0,1,0.5,294,1,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
PORKFISH,201316128702wd,15437201302069999,2013,12,7,1,1543720130206011,6,1,02,wd,8835400306,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702wd,,0,8,666.19104569,626.22189244,626.22189244,05/04/2021
PORKFISH,201316128701we,154372013010699286,2013,12,7,1,1543720130106029,6,1,01,we,8835400306,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
PORKFISH,201316128701wd,155582013011511306,2013,12,7,1,1555820130115004,6,1,01,wd,8835400306,1,0,0,1,0,0,236,0.34,0,0,1,0.34,236,1,201316128701wd,,0,8,553.90972353,568.09727897,568.09727897,05/04/2021
RAINBOW RUNNER,201316128701wd,15437201301249999,2013,12,7,1,1543720130124006,6,1,01,wd,8835281301,3,0,0,3,0,0,1064,1.56,0,0,3,1.56,1064,3,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
RAINBOW RUNNER,201316128701wd,154372013010299286,2013,12,7,1,1543720130102014,6,1,01,wd,8835281301,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
RED DRUM,201316128702we,15345201302169146,2013,12,7,1,1534520130216023,6,1,02,we,8835440901,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,307.24640565,496.08948215,496.08948215,05/04/2021
RED DRUM,201316128702we,15304201302099146,2013,12,7,1,1530420130209011,6,1,02,we,8835440901,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,222.81661906,359.76655588,359.76655588,05/04/2021
RED DRUM,201316128702we,15304201302099146,2013,12,7,1,1530420130209010,6,1,02,we,8835440901,1,0,0,1,0,0,472,1,0,0,1,1,472,1,201316128702we,,0,8,222.81661906,359.76655588,359.76655588,05/04/2021
RED GROUPER,201316128702we,155582013022499308,2013,12,7,1,1555820130224002,6,1,02,we,8835020408,0,3,0,0,0,3,0,0,0,0,3,0,0,0,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
RED GROUPER,201316128702we,155582013022499308,2013,12,7,1,1555820130224001,6,1,02,we,8835020408,0,4,0,0,0,4,0,0,0,0,4,0,0,0,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
RED GROUPER,201316128701we,155582013012125296,2013,12,7,1,1555820130121009,6,1,01,we,8835020408,2,0,0,2,0,0,988,3.86,0,0,2,3.86,988,2,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
RED GROUPER,201316128702we,154472013022411306,2013,12,7,1,1544720130224026,6,1,02,we,8835020408,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,921.38744364,944.98738219,944.98738219,05/04/2021
RED GROUPER,201316128702wd,15437201302069999,2013,12,7,1,1543720130206016,6,1,02,wd,8835020408,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128702wd,,0,8,666.19104569,683.25451649,683.25451649,05/04/2021
RED GROUPER,201316128702wd,15437201302069999,2013,12,7,1,1543720130206015,6,1,02,wd,8835020408,0,8,0,0,0,8,0,0,0,0,8,0,0,0,201316128702wd,,0,8,666.19104569,683.25451649,683.25451649,05/04/2021
RED GROUPER,201316128701wd,15437201301249999,2013,12,7,1,1543720130124009,6,1,01,wd,8835020408,0,4,0,0,0,4,0,0,0,0,4,0,0,0,201316128701wd,,0,8,895.23492505,918.1650066,918.1650066,05/04/2021
RED GROUPER,201316128701we,154372013010699286,2013,12,7,1,1543720130106015,6,1,01,we,8835020408,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701we,,0,8,429.07211192,440.06214173,440.06214173,05/04/2021
RED GROUPER,201316128701wd,154372013010299286,2013,12,7,1,1543720130102018,6,1,01,wd,8835020408,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
RED GROUPER,201316128701wd,154372013010299286,2013,12,7,1,1543720130102014,6,1,01,wd,8835020408,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701wd,,0,8,380.97520506,390.73330572,390.73330572,05/04/2021
RED GROUPER,201316128701we,153472013012199214,2013,12,7,1,1534720130121013,6,1,01,we,8835020408,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701we,,0,8,321.15278072,329.37862094,329.37862094,05/04/2021
RED GROUPER,201316128702we,153472013020911236,2013,12,7,1,1534720130209026,6,1,02,we,8835020408,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128702we,,0,8,256.53788415,263.10871203,263.10871203,05/04/2021
REDTAIL SCAD,201316128701we,153472013012199214,2013,12,7,1,1534720130121013,6,1,01,we,8835281203,0,0,5,0,5,0,0,0,1525,1.7,5,1.7,1525,5,201316128701we,,0,8,321.15278072,329.37862094,329.37862094,05/04/2021
REDTAIL SCAD,201316128701we,153472013012199214,2013,12,7,1,1534720130121012,6,1,01,we,8835281203,0,0,5,0,5,0,0,0,1511,1.68,5,1.68,1511,5,201316128701we,,0,8,321.15278072,329.37862094,329.37862094,05/04/2021
REMORA FAMILY,201316128702we,155582013022499308,2013,12,7,1,1555820130224012,6,1,02,we,8835270000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
REQUIEM SHARK GENUS,201316128702wd,15437201302069999,2013,12,7,1,1543720130206011,6,1,02,wd,8708020500,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702wd,,0,8,666.19104569,626.22189244,626.22189244,05/04/2021
REQUIEM SHARK GENUS,201316128702we,153472013020911236,2013,12,7,1,1534720130209021,6,1,02,we,8708020500,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128702we,,0,8,256.53788415,263.10871203,263.10871203,05/04/2021
SAILFISH,201316128701we,154472013012725320,2013,12,7,1,1544720130127028,6,1,01,we,8850060101,0,1,0,0,0,1,0,0,0,0,1,0,0,0,201316128701we,,0,8,540.3994172,554.24092669,554.24092669,05/04/2021
SAILFISH,201316128701we,153472013012199214,2013,12,7,1,1534720130121022,6,1,01,we,8850060101,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701we,,0,8,321.15278072,329.37862094,329.37862094,05/04/2021
SAND PERCH,201316128701we,155582013012125296,2013,12,7,1,1555820130121009,6,1,01,we,8835021002,2,0,0,2,0,0,461,0.3968143816,0,0,2,0.3968143816,461,2,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
SAND TILEFISH,201316128702we,155582013022499308,2013,12,7,1,1555820130224012,6,1,02,we,8835220301,0,4,0,0,0,4,0,0,0,0,4,0,0,0,201316128702we,,0,8,486.41255227,498.87127028,498.87127028,05/04/2021
SAND TILEFISH,201316128702wd,15437201302069999,2013,12,7,1,1543720130206013,6,1,02,wd,8835220301,0,3,0,0,0,3,0,0,0,0,3,0,0,0,201316128702wd,,0,8,666.19104569,626.22189244,626.22189244,05/04/2021
SAND TILEFISH,201316128701wd,15437201301249999,2013,12,7,1,1543720130124007,6,1,01,wd,8835220301,0,3,0,0,0,3,0,0,0,0,3,0,0,0,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
SAND TILEFISH,201316128701wd,15437201301249999,2013,12,7,1,1543720130124006,6,1,01,wd,8835220301,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701wd,,0,8,895.23492505,841.52393308,841.52393308,05/04/2021
SAND TILEFISH,201316128702we,153472013022399278,2013,12,7,1,1534720130223025,6,1,02,we,8835220301,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128702we,,0,8,179.47037594,184.06723676,184.06723676,05/04/2021
SAND TILEFISH,201316128702wd,15437201302069999,2013,12,7,1,1543720130206012,6,1,02,wd,8835220301,0,3,0,0,0,3,0,0,0,0,3,0,0,0,201316128702wd,,0,8,666.19104569,626.22189244,626.22189244,05/04/2021
SAND TILEFISH,201316128702wd,15437201302069999,2013,12,7,1,1543720130206014,6,1,02,wd,8835220301,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128702wd,,0,8,666.19104569,626.22189244,626.22189244,05/04/2021
SAND TILEFISH,201316128701we,155582013012125296,2013,12,7,1,1555820130121008,6,1,01,we,8835220301,0,2,0,0,0,2,0,0,0,0,2,0,0,0,201316128701we,,0,8,366.23458322,375.61512527,375.61512527,05/04/2021
