common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
,2021013723weS:8AM-8PM,2021137231104320210103,2021,37,3,5,1104320210103005,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,4174.9699356,8,4174.9699356,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231104320210103,2021,37,3,5,1104320210103006,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,4174.9699356,8,4174.9699356,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231104320210103,2021,37,3,5,1104320210103009,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,6340.3021648,8,6340.3021648,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
MULLET GENUS,2021013723weS:8AM-8PM,2021137231104320210103,2021,37,3,5,1104320210103010,6,1,we,8836010100,0,1,0,0,0,1,0,0,0,0,2,01,6340.3021648,8,6340.3021648,1,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
MULLET GENUS,2021013723weS:8AM-8PM,2021137231104320210103,2021,37,3,5,1104320210103011,6,1,we,8836010100,0,0,1,0,1,0,0,0,0,0,2,01,6340.3021648,8,6340.3021648,1,0,0,1,2021013723weS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231104320210103,2021,37,3,5,1104320210103012,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,6340.3021648,8,6340.3021648,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231104320210103,2021,37,3,5,1104320210103013,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,6340.3021648,8,6340.3021648,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231104320210204,2021,37,3,5,1104320210204001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,24538.742987,8,24538.742987,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231104320210204,2021,37,3,5,1104320210204002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,24538.742987,8,24538.742987,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021013723wdS:8AM-8PM,2021137231104420210107,2021,37,3,5,1104420210107001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,10962.755926,8,10962.755926,0,0,0,0,2021013723wdS:8AM-8PM,,0,04/26/2023
,2021013723wdS:8AM-8PM,2021137231104420210107,2021,37,3,5,1104420210107002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,10962.755926,8,10962.755926,0,0,0,0,2021013723wdS:8AM-8PM,,0,04/26/2023
,2021013723wdS:8AM-8PM,2021137231104420210107,2021,37,3,5,1104420210107003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,10962.755926,8,10962.755926,0,0,0,0,2021013723wdS:8AM-8PM,,0,04/26/2023
,2021013723wdS:8AM-8PM,2021137231104420210107,2021,37,3,5,1104420210107004,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,10962.755926,8,10962.755926,0,0,0,0,2021013723wdS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231104420210116,2021,37,3,5,1104420210116001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,2765.1089671,8,2765.1089671,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231104420210209,2021,37,3,5,1104420210209001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,13821.101782,8,13821.101782,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231104420210209,2021,37,3,5,1104420210209002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,13821.101782,8,13821.101782,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231104420210227,2021,37,3,5,1104420210227001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,4775.8723757,8,4775.8723757,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231104420210227,2021,37,3,5,1104420210227002,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,4775.8723757,8,4775.8723757,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131106420210110,2021,37,3,5,1106420210110001,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,3155.7036682,8,3155.7036682,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131106420210110,2021,37,3,5,1106420210110002,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,3155.7036682,8,3155.7036682,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021023713wdS:8AM-8PM,2021137131106420210208,2021,37,3,5,1106420210208001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,997.29968719,8,997.29968719,0,0,0,0,2021023713wdS:8AM-8PM,,0,04/26/2023
SPOTTED SEATROUT,2021023713wdS:8AM-8PM,2021137131106420210208,2021,37,3,5,1106420210208002,6,1,wd,8835440102,0,1,0,0,0,1,0,0,0,0,1,02,1120.1840377,8,1120.1840377,1,0,0,0,2021023713wdS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210117,2021,37,3,5,1733920210117001,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1949.3603347,8,1949.3603347,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210117,2021,37,3,5,1733920210117002,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1949.3603347,8,1949.3603347,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210117,2021,37,3,5,1733920210117003,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1949.3603347,8,1949.3603347,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210117,2021,37,3,5,1733920210117004,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1949.3603347,8,1949.3603347,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210117,2021,37,3,5,1733920210117005,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1949.3603347,8,1949.3603347,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210117,2021,37,3,5,1733920210117006,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1949.3603347,8,1949.3603347,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210131,2021,37,3,5,1733920210131001,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1798.4069201,8,1798.4069201,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210131,2021,37,3,5,1733920210131002,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1798.4069201,8,1798.4069201,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131733920210131,2021,37,3,5,1733920210131003,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1798.4069201,8,1798.4069201,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021023713weS:8AM-8PM,2021137131733920210206,2021,37,3,5,1733920210206001,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,2002.4422406,8,2002.4422406,0,0,0,0,2021023713weS:8AM-8PM,,0,04/26/2023
,2021023713weS:8AM-8PM,2021137131733920210219,2021,37,3,5,1733920210219001,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,2796.4607238,8,2796.4607238,0,0,0,0,2021023713weS:8AM-8PM,,0,04/26/2023
,2021023713weS:8AM-8PM,2021137131733920210219,2021,37,3,5,1733920210219002,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,2796.4607238,8,2796.4607238,0,0,0,0,2021023713weS:8AM-8PM,,0,04/26/2023
,2021023713weS:8AM-8PM,2021137131733920210219,2021,37,3,5,1733920210219003,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,2796.4607238,8,2796.4607238,0,0,0,0,2021023713weS:8AM-8PM,,0,04/26/2023
UNIDENTIFIED CATFISHES,2021023713wdS:8AM-8PM,2021137131733920210223,2021,37,3,5,1733920210223001,6,1,wd,8777000000,0,2,0,0,0,2,0,0,0,0,1,02,1166.6895292,8,1166.6895292,2,0,0,0,2021023713wdS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231764620210103,2021,37,3,5,1764620210103002,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,3332.2169438,8,3332.2169438,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231764620210130,2021,37,3,5,1764620210130012,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,11321.332326,8,11321.332326,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231764620210207,2021,37,3,5,1764620210207001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,2158.1097224,8,2158.1097224,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023733weS:8AM-8PM,2021137331768920210205,2021,37,3,5,1768920210205001,6,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,361.93967726,8,361.93967726,0,0,0,0,2021023733weS:8AM-8PM,,0,04/26/2023
,2021023733weS:8AM-8PM,2021137331768920210205,2021,37,3,5,1768920210205002,6,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,428.39633546,8,428.39633546,0,0,0,0,2021023733weS:8AM-8PM,,0,04/26/2023
,2021013713wdS:8AM-8PM,2021137131772620210105,2021,37,3,5,1772620210105001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,1,01,1849.1137991,8,1849.1137991,0,0,0,0,2021013713wdS:8AM-8PM,,0,04/26/2023
,2021013713wdS:8AM-8PM,2021137131772620210105,2021,37,3,5,1772620210105002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,1,01,1849.1137991,8,1849.1137991,0,0,0,0,2021013713wdS:8AM-8PM,,0,04/26/2023
,2021013713wdS:8AM-8PM,2021137131772620210105,2021,37,3,5,1772620210105003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,1,01,1849.1137991,8,1849.1137991,0,0,0,0,2021013713wdS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131772620210110,2021,37,3,5,1772620210110002,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1748.8663281,8,1748.8663281,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131772620210110,2021,37,3,5,1772620210110003,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1748.8663281,8,1748.8663281,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021013713weS:8AM-8PM,2021137131772620210110,2021,37,3,5,1772620210110004,6,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1748.8663281,8,1748.8663281,0,0,0,0,2021013713weS:8AM-8PM,,0,04/26/2023
,2021023733wdS:8AM-8PM,2021137331775320210203,2021,37,3,5,1775320210203001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,3,02,1598.7816678,8,1598.7816678,0,0,0,0,2021023733wdS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021023713weS:8AM-8PM,2021137131779220210221,2021,37,3,5,1779220210221001,6,1,we,8835430301,0,2,0,0,0,2,0,0,0,0,1,02,1327.7159154,8,1327.7159154,2,0,0,0,2021023713weS:8AM-8PM,,0,04/26/2023
,2021023713wdS:8AM-8PM,2021137131779220210222,2021,37,3,5,1779220210222001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,858.42351829,8,858.42351829,0,0,0,0,2021023713wdS:8AM-8PM,,0,04/26/2023
,2021013723wdS:8AM-8PM,2021137231785720210104,2021,37,3,5,1785720210104003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,7814.4406327,8,7814.4406327,0,0,0,0,2021013723wdS:8AM-8PM,,0,04/26/2023
,2021013723wdS:8AM-8PM,2021137231785720210113,2021,37,3,5,1785720210113001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,2859.5195694,8,2859.5195694,0,0,0,0,2021013723wdS:8AM-8PM,,0,04/26/2023
,2021013723wdS:8AM-8PM,2021137231785720210113,2021,37,3,5,1785720210113002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,2859.5195694,8,2859.5195694,0,0,0,0,2021013723wdS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231785720210118,2021,37,3,5,1785720210118001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,5414.8534073,8,5414.8534073,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
,2021013723weS:8AM-8PM,2021137231785720210129,2021,37,3,5,1785720210129001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,11321.332326,8,11321.332326,0,0,0,0,2021013723weS:8AM-8PM,,0,04/26/2023
SPOTTED SEATROUT,2021023723wdS:8AM-8PM,2021137231785720210203,2021,37,3,5,1785720210203001,6,1,wd,8835440102,0,4,0,0,0,4,0,0,0,0,2,02,2554.5537273,8,2554.5537273,4,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210204,2021,37,3,5,1785720210204001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,3982.7528308,8,3982.7528308,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210204,2021,37,3,5,1785720210204002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,2498.9108061,8,2498.9108061,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210204,2021,37,3,5,1785720210204003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,2498.9108061,8,2498.9108061,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231785720210213,2021,37,3,5,1785720210213001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,11321.332326,8,11321.332326,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210224,2021,37,3,5,1785720210224001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,6806.6731211,8,6806.6731211,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210224,2021,37,3,5,1785720210224002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,6806.6731211,8,6806.6731211,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210224,2021,37,3,5,1785720210224003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,6806.6731211,8,6806.6731211,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210224,2021,37,3,5,1785720210224004,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,6806.6731211,8,6806.6731211,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210224,2021,37,3,5,1785720210224005,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,6806.6731211,8,6806.6731211,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210224,2021,37,3,5,1785720210224006,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,6806.6731211,8,6806.6731211,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723wdS:8AM-8PM,2021137231785720210224,2021,37,3,5,1785720210224007,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,02,6806.6731211,8,6806.6731211,0,0,0,0,2021023723wdS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231785720210228,2021,37,3,5,1785720210228004,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,6939.6875526,8,6939.6875526,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231785720210228,2021,37,3,5,1785720210228005,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,6939.6875526,8,6939.6875526,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231785720210228,2021,37,3,5,1785720210228006,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,6939.6875526,8,6939.6875526,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210215,2021,37,3,5,1791120210215001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,3962.2390052,8,3962.2390052,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210215,2021,37,3,5,1791120210215002,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,3962.2390052,8,3962.2390052,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227002,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227003,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227004,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227005,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227006,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10580.035801,8,10580.035801,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227007,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10580.035801,8,10580.035801,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227008,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227009,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227011,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210227,2021,37,3,5,1791120210227012,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,10071.685877,8,10071.685877,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
,2021023723weS:8AM-8PM,2021137231791120210228,2021,37,3,5,1791120210228001,6,1,we,,0,0,0,0,0,0,0,0,0,0,2,02,1343.6255327,8,1343.6255327,0,0,0,0,2021023723weS:8AM-8PM,,0,04/26/2023
BLACK DRUM,2021013735wdS:8AM-8PM,2021137351775320210114,2021,37,5,5,1775320210114006,6,1,wd,8835440801,0,0,1,0,1,0,0,0,350,0.65,3,01,285.98450687,8,285.98450687,1,0.65,350,1,2021013735wdS:8AM-8PM,,0,04/26/2023
RED DRUM,2021013735wdS:8AM-8PM,2021137351775320210114,2021,37,5,5,1775320210114007,6,1,wd,8835440901,0,0,1,0,1,0,0,0,535,1.8,3,01,285.98450687,8,285.98450687,1,1.8,535,1,2021013735wdS:8AM-8PM,,0,04/26/2023
BLACK DRUM,2021023735wdS:8AM-8PM,2021137351785820210208,2021,37,5,5,1785820210208001,6,1,wd,8835440801,1,0,0,1,0,0,350,0.8,0,0,3,02,288.42121003,8,288.42121003,1,0.8,350,1,2021023735wdS:8AM-8PM,,0,04/26/2023
RED DRUM,2021023735wdS:8AM-8PM,2021137351785820210208,2021,37,5,5,1785820210208001,6,1,wd,8835440901,2,6,0,2,0,6,1105,3.8,0,0,3,02,288.42121003,8,288.42121003,8,3.8,1105,2,2021023735wdS:8AM-8PM,,0,04/26/2023
RED DRUM,2021023735wdS:8AM-8PM,2021137351785820210209,2021,37,5,5,1785820210209001,6,1,wd,8835440901,2,15,0,2,0,15,1181,4.6776320175,0,0,3,02,237.26515022,8,237.26515022,17,4.6776320175,1181,2,2021023735wdS:8AM-8PM,,0,04/26/2023
,2021013727wdS:8AM-8PM,2021137271104420210119,2021,37,7,1,1104420210119001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,1457.4081954,8,1457.4081954,0,0,0,0,2021013727wdS:8AM-8PM,,0,04/26/2023
,2021013727wdS:8AM-8PM,2021137271104420210119,2021,37,7,1,1104420210119002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,1457.4081954,8,1457.4081954,0,0,0,0,2021013727wdS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021013727wdS:8AM-8PM,2021137271104420210119,2021,37,7,1,1104420210119005,6,1,wd,8835430301,0,3,0,0,0,3,0,0,0,0,2,01,1457.4081954,8,1457.4081954,3,0,0,0,2021013727wdS:8AM-8PM,,0,04/26/2023
BLACK DRUM,2021013727wdS:8AM-8PM,2021137271104420210119,2021,37,7,1,1104420210119005,6,1,wd,8835440801,0,0,2,0,2,0,0,0,952,4.3,2,01,1457.4081954,8,1457.4081954,2,4.3,952,2,2021013727wdS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021013727wdS:8AM-8PM,2021137271104420210119,2021,37,7,1,1104420210119006,6,1,wd,8835430301,0,0,4,0,4,0,0,0,1287,3.4354702715,2,01,1457.4081954,8,1457.4081954,4,3.4354702715,1287,4,2021013727wdS:8AM-8PM,,0,04/26/2023
BLACK DRUM,2021013727wdS:8AM-8PM,2021137271104420210119,2021,37,7,1,1104420210119006,6,1,wd,8835440801,0,2,1,0,1,2,0,0,385,1,2,01,1457.4081954,8,1457.4081954,3,1,385,1,2021013727wdS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021013727wdS:8AM-8PM,2021137271104420210119,2021,37,7,1,1104420210119007,6,1,wd,8835430301,0,0,4,0,4,0,0,0,1714,8.2,2,01,1457.4081954,8,1457.4081954,4,8.2,1714,4,2021013727wdS:8AM-8PM,,0,04/26/2023
BLACK DRUM,2021013727wdS:8AM-8PM,2021137271104420210119,2021,37,7,1,1104420210119007,6,1,wd,8835440801,0,2,2,0,2,2,0,0,971,4.2,2,01,1457.4081954,8,1457.4081954,4,4.2,971,2,2021013727wdS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,2021013737weS:8AM-8PM,2021137371768920210123,2021,37,7,1,1768920210123001,6,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,3,01,190.05322679,8,190.05322679,1,0,0,0,2021013737weS:8AM-8PM,,0,04/26/2023
OYSTER TOADFISH,2021013737weS:8AM-8PM,2021137371768920210123,2021,37,7,1,1768920210123002,6,1,we,8783010201,0,1,0,0,0,1,0,0,0,0,3,01,190.05322679,8,190.05322679,1,0,0,0,2021013737weS:8AM-8PM,,0,04/26/2023
BLACK DRUM,2021013737weS:8AM-8PM,2021137371768920210123,2021,37,7,1,1768920210123002,6,1,we,8835440801,0,1,0,0,0,1,0,0,0,0,3,01,190.05322679,8,190.05322679,1,0,0,0,2021013737weS:8AM-8PM,,0,04/26/2023
,2021013737weS:8AM-8PM,2021137371775320210110,2021,37,7,1,1775320210110012,6,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,303.81828548,8,303.81828548,0,0,0,0,2021013737weS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021013737weS:8AM-8PM,2021137371775320210110,2021,37,7,1,1775320210110013,6,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,3,01,303.81828548,8,303.81828548,1,0,0,0,2021013737weS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,2021023737wdS:8AM-8PM,2021137371775320210224,2021,37,7,1,1775320210224003,6,1,wd,8835020301,0,2,0,0,0,2,0,0,0,0,3,02,269.56750206,8,269.56750206,2,0,0,0,2021023737wdS:8AM-8PM,,0,04/26/2023
,2021023737wdS:8AM-8PM,2021137371775320210224,2021,37,7,1,1775320210224004,6,1,wd,,0,0,0,0,0,0,0,0,0,0,3,02,269.56750206,8,269.56750206,0,0,0,0,2021023737wdS:8AM-8PM,,0,04/26/2023
BLACK SEA BASS,2021023737wdS:8AM-8PM,2021137371775320210224,2021,37,7,1,1775320210224005,6,1,wd,8835020301,0,3,0,0,0,3,0,0,0,0,3,02,274.0337438,8,274.0337438,3,0,0,0,2021023737wdS:8AM-8PM,,0,04/26/2023
SHEEPSHEAD,2021023737wdS:8AM-8PM,2021137371775320210224,2021,37,7,1,1775320210224005,6,1,wd,8835430301,0,4,0,0,0,4,0,0,0,0,3,02,274.0337438,8,274.0337438,4,0,0,0,2021023737wdS:8AM-8PM,,0,04/26/2023
,2021013737weS:8AM-8PM,2021137371785820210130,2021,37,7,1,1785820210130016,6,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,288.18327961,8,288.18327961,0,0,0,0,2021013737weS:8AM-8PM,,0,04/26/2023
,2021023737wdS:8AM-8PM,2021137371785820210204,2021,37,7,1,1785820210204003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,3,02,534.99201858,8,534.99201858,0,0,0,0,2021023737wdS:8AM-8PM,,0,04/26/2023
,2021023737wdS:8AM-8PM,2021137371785820210204,2021,37,7,1,1785820210204004,6,1,wd,,0,0,0,0,0,0,0,0,0,0,3,02,534.99201858,8,534.99201858,0,0,0,0,2021023737wdS:8AM-8PM,,0,04/26/2023
,2021023737wdS:8AM-8PM,2021137371785820210223,2021,37,7,1,1785820210223001,6,1,wd,,0,0,0,0,0,0,0,0,0,0,3,02,456.7114337,8,456.7114337,0,0,0,0,2021023737wdS:8AM-8PM,,0,04/26/2023
